package_id,plant_id
216,9
216,3
216,8
216,2
216,15
217,3
217,20
217,5
217,2
218,2
219,7
219,10
219,19
220,5
221,13
221,5
221,3
221,15
221,2
222,12
222,17
223,10
224,9
224,14
224,12
224,4
225,8
225,12
225,9
226,3
227,14
227,3
227,12
227,9
227,6
228,1
228,13
229,3
230,4
230,10
231,20
232,17
233,11
233,3
233,17
233,1
234,13
234,5
234,14
234,17
235,4
236,2
236,7
236,19
236,14
237,10
237,12
237,8
238,6
239,9
239,6
240,15
240,8
241,5
241,18
241,2
242,2
243,13
243,6
244,13
245,10
245,16
245,3
246,18
247,3
247,14
247,8
247,18
248,15
249,13
249,7
249,11
250,9
250,14
250,7
250,2
251,2
251,18
252,2
253,4
253,19
254,13
254,20
254,3
254,4
255,15
255,5
255,3
255,14
256,6
256,1
256,9
256,19
256,4
257,7
257,6
257,17
257,15
258,5
258,15
258,8
258,9
259,19
259,13
259,4
260,5
260,18
261,12
261,10
261,4
261,13
262,17
263,1
263,8
263,11
263,13
264,11
265,2
265,14
266,16
266,14
267,9
268,6
268,3
268,7
269,20
269,6
269,1
269,3
270,16
270,8
270,4
271,8
271,1
271,9
271,19
272,5
272,19
272,17
272,15
273,13
273,10
273,4
273,6
274,7
274,1
274,16
275,5
275,2
275,9
275,4
276,8
276,20
276,14
277,19
277,3
277,16
278,17
278,12
279,19
279,2
279,15
279,5
280,19
280,1
280,13
281,17
281,10
281,7
281,5
282,9
283,3
283,2
284,20
285,1
285,5
285,19
285,3
285,10
286,15
286,10
287,5
288,10
288,17
288,15
288,4
288,18
289,6
289,12
290,9
290,20
291,13
291,2
291,8
292,10
293,18
294,5
294,2
294,4
295,7
295,13
295,6
295,10
295,9
296,15
296,13
296,11
296,16
297,13
297,20
297,12
298,13
298,14
299,15
299,12
299,18
299,14
300,16
300,5
300,9
301,6
301,4
301,18
301,7
301,5
302,8
302,6
302,14
302,13
303,3
303,15
303,20
303,9
304,9
304,17
305,2
305,4
305,3
305,10
306,13
306,10
306,12
307,8
307,6
307,10
307,7
307,18
308,3
308,16
309,11
309,15
309,14
309,7
309,12
310,15
310,1
310,8
310,18
311,20
311,5
311,9
312,17
312,20
312,7
312,4
313,15
313,11
313,14
313,17
314,13
314,9
315,9
316,12
316,13
317,17
317,1
317,18
317,12
318,16
319,13
319,2
320,15
321,19
321,14
322,17
322,8
322,5
322,18
322,11
323,12
324,19
324,11
324,2
324,15
324,4
325,6
325,14
326,10
326,6
326,20
326,2
327,4
327,20
327,3
327,16
328,2
329,10
329,3
329,5
329,14
329,7
330,9
330,13
330,14
330,16
330,3
331,4
331,9
331,3
331,2
332,11
332,19
332,12
332,17
332,1
333,11
333,9
333,4
333,18
333,2
334,8
334,6
334,15
334,3
334,11
335,13
335,7
336,19
336,8
336,2
337,18
337,3
337,1
337,14
338,14
338,1
338,18
338,8
339,10
340,11
341,19
341,1
341,14
341,3
341,9
342,11
342,3
342,1
343,16
344,3
344,1
344,18
345,2
345,6
345,7
345,5
345,4
346,8
346,4
346,17
347,4
348,20
348,9
349,19
349,16
350,19
351,19
351,4
351,17
351,14
351,18
352,13
352,1
353,17
353,10
353,8
353,4
354,6
354,16
354,5
354,4
355,20
355,8
355,7
355,15
356,4
356,8
357,12
357,13
357,10
358,18
358,7
358,12
359,19
359,18
360,15
360,5
360,4
360,19
360,9
361,19
361,13
361,12
361,18
361,9
362,17
363,9
363,11
363,16
363,17
363,18
364,16
364,13
364,18
364,19
364,6
365,5
365,16
366,12
366,19
367,15
367,17
367,11
368,3
368,11
368,1
368,15
369,20
370,5
371,19
372,1
372,11
372,7
372,10
373,13
373,1
374,14
374,6
374,18
375,9
375,1
375,10
375,6
376,17
376,2
376,4
376,5
377,16
378,4
378,8
378,1
378,5
378,15
379,12
379,17
379,9
379,1
379,18
380,19
380,1
380,14
381,11
381,9
381,10
382,16
382,1
382,15
383,4
383,14
384,7
384,16
385,12
385,11
385,9
386,1
386,11
386,2
386,16
387,8
387,20
387,9
387,18
387,7
388,12
388,19
389,12
390,3
390,12
391,20
391,9
392,10
393,6
393,1
393,14
394,6
394,20
394,19
395,9
396,13
396,9
397,1
397,7
397,10
397,2
397,11
398,17
398,1
399,7
399,10
399,8
400,19
401,6
401,14
401,7
402,8
402,19
403,12
403,8
403,19
403,2
403,14
404,10
405,3
405,1
405,7
405,14
405,20
406,10
406,6
406,9
407,2
407,6
408,8
408,14
408,3
409,18
409,16
409,15
410,2
410,12
411,1
411,15
411,17
411,19
412,12
412,5
412,2
413,7
413,13
413,9
413,1
413,17
414,16
415,13
415,15
415,1
415,5
416,2
417,11
418,3
418,16
418,2
418,15
418,17
419,17
419,3
420,14
420,6
420,9
421,11
421,19
421,2
422,5
423,12
424,6
424,4
424,1
425,18
425,1
426,20
426,8
427,20
427,17
427,12
427,18
427,7
428,11
428,18
428,2
428,16
428,20
429,2
430,5
430,20
430,14
431,12
432,20
432,1
432,4
432,10
432,9
433,16
434,5
434,20
434,17
434,8
434,1
435,16
435,4
435,2
435,10
436,2
436,9
436,6
437,17
437,4
437,8
437,18
437,12
438,13
438,8
438,4
439,13
439,6
439,14
439,10
440,14
440,6
441,14
441,3
441,2
441,11
441,4
442,10
442,4
443,3
444,4
444,12
444,18
445,19
445,11
445,6
445,20
446,8
446,3
446,6
447,13
448,15
448,9
448,19
448,16
449,17
449,1
450,10
450,1
450,17
451,14
451,7
452,14
452,20
453,12
453,10
453,7
454,4
454,17
454,16
455,18
455,15
455,13
455,5
456,2
456,20
457,11
458,2
458,17
458,18
459,3
459,1
459,14
459,6
459,5
460,13
460,10
460,12
460,9
461,1
461,13
461,17
461,10
461,15
462,10
462,3
462,15
462,16
462,6
463,9
463,1
463,12
463,8
463,13
464,9
464,18
465,16
465,12
465,8
465,6
465,11
466,10
467,9
467,20
467,3
467,15
467,14
468,14
468,8
468,5
469,6
469,11
469,10
469,16
469,2
470,7
470,1
470,10
470,20
470,8
471,14
472,17
472,19
472,1
472,2
472,20
473,6
473,20
473,19
473,10
474,9
474,16
475,11
476,5
476,9
477,15
478,4
478,5
479,5
479,19
480,13
480,5
480,7
480,10
481,3
481,7
481,15
482,5
482,19
482,12
482,17
482,8
483,15
483,5
483,10
483,16
484,4
484,10
484,17
484,1
485,15
486,17
486,13
486,11
486,1
487,7
487,17
487,15
488,8
489,18
490,19
490,16
491,11
491,9
492,14
492,20
493,12
494,16
494,2
494,20
494,10
494,11
495,4
495,11
495,5
495,19
496,15
496,3
496,11
496,7
496,2
497,14
498,9
498,2
498,1
498,16
499,20
499,9
499,13
499,16
499,12
